elapsed_seconds,journal_allocated,journal_files,first_probe_present,processes,sockets,MemAvailable,Shmem,AnonPages,Cached,Slab,SReclaimable,SUnreclaim,/var/log,/var/log/journal,/run/log/journal,/var/log/nginx
3602.0932412530237,14114816,5,False,105,109,477450240,364322816,130576384,364322816,31584256,9052160,22532096,4096,0,14114816,0
3662.3564343519974,14098432,5,False,105,109,475574272,364306432,130441216,364306432,31588352,9052160,22536192,4096,0,14098432,0
3722.1256168080145,14094336,5,False,105,109,472223744,364302336,130433024,364302336,31588352,9052160,22536192,4096,0,14094336,0
3781.951676427998,14090240,5,False,105,109,477290496,364298240,130551808,364298240,31596544,9052160,22544384,4096,0,14090240,0
3842.3775808869977,14090240,5,False,105,109,475906048,364302336,130240512,364302336,31596544,9052160,22544384,4096,0,14090240,0
3901.9162626909965,14061568,5,False,104,109,473481216,364273664,130523136,364273664,31600640,9052160,22548480,4096,0,14061568,0
3962.23084471302,14090240,5,False,104,109,472403968,364298240,130514944,364298240,31600640,9052160,22548480,4096,0,14090240,0
4022.0735303560214,14094336,5,False,105,109,469323776,364302336,130289664,364302336,31600640,9052160,22548480,4096,0,14094336,0
4081.864780413016,14098432,5,False,105,109,474447872,364306432,130371584,364306432,31600640,9052160,22548480,4096,0,14098432,0
4142.291230415023,14098432,5,False,105,109,476299264,364306432,130457600,364306432,31600640,9052160,22548480,4096,0,14098432,0
4202.296891556005,14106624,5,False,105,109,476155904,364314624,130375680,364314624,31617024,9052160,22564864,4096,0,14106624,0
4262.112437563017,14102528,5,False,105,109,474447872,364310528,130478080,364310528,31612928,9052160,22560768,4096,0,14102528,0
4322.330809853011,14102528,5,False,104,109,474263552,364310528,130334720,364310528,31612928,9052160,22560768,4096,0,14102528,0
4382.231821594003,14102528,5,False,105,109,475246592,364310528,130260992,364310528,31612928,9052160,22560768,4096,0,14102528,0
4441.990763701004,14098432,5,False,105,109,477388800,364310528,130265088,364310528,31612928,9052160,22560768,4096,0,14098432,0
4504.257627195999,14102528,5,False,105,109,469381120,364310528,130519040,364310528,31625216,9052160,22573056,4096,0,14102528,0
4562.302809312008,14102528,5,False,104,109,472891392,364310528,130490368,364310528,31625216,9052160,22573056,4096,0,14102528,0
4622.102581854007,14102528,5,False,104,109,477937664,364310528,130146304,364310528,31621120,9052160,22568960,4096,0,14102528,0
4682.013055068004,14102528,5,False,103,111,474046464,364310528,130506752,364310528,31621120,9052160,22568960,4096,0,14102528,0
4742.349186981999,14102528,5,False,104,109,476561408,364310528,129994752,364310528,31621120,9052160,22568960,4096,0,14102528,0
4802.168964616023,14102528,5,False,104,109,473927680,364310528,130473984,364310528,31621120,9052160,22568960,4096,0,14102528,0
4862.08868244302,14098432,5,False,104,109,472805376,364306432,130404352,364306432,31621120,9052160,22568960,4096,0,14098432,0
4922.338214820018,14098432,5,False,104,109,470417408,364306432,130506752,364306432,31621120,9052160,22568960,4096,0,14098432,0
4982.213649458019,14094336,5,False,104,109,475447296,364302336,130138112,364302336,31621120,9052160,22568960,4096,0,14094336,0
5042.069034911023,14098432,5,False,103,109,473198592,364306432,130473984,364306432,31625216,9052160,22573056,4096,0,14098432,0
5102.298423188011,14098432,5,False,103,109,475521024,364306432,130478080,364306432,31625216,9052160,22573056,4096,0,14098432,0
5162.130028626008,14098432,5,False,103,109,469282816,364408832,130670592,364408832,31625216,9052160,22573056,4096,0,14098432,0
5222.4314829320065,14098432,5,False,103,109,472838144,364306432,130211840,364306432,31625216,9052160,22573056,4096,0,14098432,0
5282.2060472790035,14102528,5,False,103,109,473133056,364310528,130514944,364310528,31625216,9052160,22573056,4096,0,14102528,0
5342.023514780012,14098432,5,False,103,109,474779648,364306432,130129920,364306432,31625216,9052160,22573056,4096,0,14098432,0
5402.395903739001,14098432,5,False,103,109,472387584,364310528,130322432,364310528,31625216,9052160,22573056,4096,0,14098432,0
5463.235508034995,14098432,5,False,102,109,465850368,364306432,130207744,364306432,31645696,9052160,22593536,4096,0,14098432,0
5522.234287863015,14102528,5,False,103,109,476737536,364310528,130347008,364310528,31629312,9052160,22577152,4096,0,14102528,0
5582.090274098999,14102528,5,False,103,109,470945792,364310528,130441216,364310528,31629312,9052160,22577152,4096,0,14102528,0
5641.9654051270045,14106624,5,False,103,109,477396992,364318720,130482176,364318720,31629312,9052160,22577152,4096,0,14106624,0
5702.262522452016,14106624,5,False,103,109,471212032,364314624,130002944,364314624,31629312,9052160,22577152,4096,0,14106624,0
5762.061527928017,14102528,5,False,103,109,475205632,364310528,130584576,364310528,31629312,9052160,22577152,4096,0,14102528,0
5822.088897870999,14110720,5,False,102,109,474112000,364318720,130154496,364318720,31637504,9052160,22585344,4096,0,14110720,0
5881.861238686019,14102528,5,False,102,109,479322112,364310528,130535424,364310528,31637504,9052160,22585344,4096,0,14102528,0
5942.231285728019,14102528,5,False,103,109,473284608,364310528,130367488,364310528,31637504,9052160,22585344,4096,0,14102528,0
6002.1361261460115,14102528,5,False,103,109,475332608,364310528,130560000,364310528,31633408,9052160,22581248,4096,0,14102528,0
6061.997659831017,14102528,5,False,103,109,474611712,364306432,130605056,364306432,31633408,9052160,22581248,4096,0,14102528,0
6121.909048466012,14106624,5,False,103,109,463912960,364314624,130535424,364314624,31629312,9052160,22577152,4096,0,14106624,0
6182.228323999996,14094336,5,False,103,109,470560768,364302336,130011136,364302336,31629312,9052160,22577152,4096,0,14094336,0
6242.1593608719995,14094336,5,False,102,109,472543232,364302336,130658304,364302336,31629312,9052160,22577152,4096,0,14094336,0
6301.980208242021,14090240,5,False,103,109,468983808,364298240,130658304,364298240,31629312,9052160,22577152,4096,0,14090240,0
6362.341657220997,14090240,5,False,103,109,473739264,364298240,130433024,364298240,31645696,9052160,22593536,4096,0,14090240,0
6423.213336718007,14073856,5,False,103,109,455380992,364281856,130682880,364281856,31649792,9052160,22597632,4096,0,14073856,0
6482.31393574801,14098432,5,False,103,109,473927680,364306432,130707456,364306432,31649792,9052160,22597632,4096,0,14098432,0
6542.124334521999,14098432,5,False,103,109,476688384,364306432,130342912,364306432,31649792,9052160,22597632,4096,0,14098432,0
6602.037361735012,14098432,5,False,102,109,478101504,364310528,130502656,364310528,31653888,9052160,22601728,4096,0,14098432,0
6662.305538306013,14102528,5,False,103,109,473890816,364310528,130527232,364310528,31653888,9052160,22601728,4096,0,14102528,0
6722.125369695015,14106624,5,False,103,109,468250624,364314624,130396160,364314624,31653888,9052160,22601728,4096,0,14106624,0
6782.257133099018,14106624,5,False,103,109,479227904,364314624,130334720,364314624,31653888,9052160,22601728,4096,0,14106624,0
6842.164380869013,14094336,5,False,103,109,475602944,364302336,130375680,364302336,31653888,9052160,22601728,4096,0,14094336,0
6902.074875753024,14098432,5,False,103,109,476119040,364306432,130654208,364306432,31649792,9052160,22597632,4096,0,14098432,0
6961.928899328021,14098432,5,False,102,109,474771456,364306432,130596864,364306432,31649792,9052160,22597632,4096,0,14098432,0
7022.40344006801,14098432,5,False,102,109,475758592,364306432,130379776,364306432,31649792,9052160,22597632,4096,0,14098432,0
7082.34017097202,14094336,5,False,103,109,472875008,364302336,130424832,364302336,31657984,9052160,22605824,4096,0,14094336,0
7142.177378768014,14102528,5,False,103,109,478482432,364310528,130535424,364310528,31649792,9052160,22597632,4096,0,14102528,0
7201.685973092011,14102528,5,False,103,109,471400448,364310528,130359296,364310528,31657984,9052160,22605824,4096,0,14102528,0
